client_id,name,is_live,status,last_updated,onboarded_on,location,email,phone_number,risk_score,created_ts,updated_by
C1467,Heather Bush,Y,Offboarded,03-12-2024,19-11-2024,Australia,montoyaelizabeth@example.com,7206597456,0.19,19-11-2024 00:00,dannythomas
C1468,Larry Hutchinson,N,Active,18-03-2025,02-05-2024,Germany,jbarnes@example.com,6654669780,0.32,02-05-2024 00:00,ywood
C1469,Mark Brown,N,Active,12-02-2025,18-04-2024,India,lindawebster@example.com,(455)254-4095,0.97,18-04-2024 00:00,emartinez
C1470,Robert Yates,N,Active,31-10-2024,19-04-2025,UK,victor11@example.org,411-881-8851x8875,0.64,19-04-2025 00:00,taylorcook
C1471,Lisa Byrd,N,Active,13-08-2024,09-02-2025,India,panderson@example.net,635-452-8102,0.89,09-02-2025 00:00,bartondonald
C1472,Megan Wiggins,Y,Offboarded,05-08-2024,09-01-2024,USA,steve08@example.com,+1-233-582-7009x461,0.47,09-01-2024 00:00,sanchezsierra
C1473,David Williams,N,Inactive,01-11-2024,01-05-2025,UK,angela93@example.com,001-358-361-1385x60618,0.37,01-05-2025 00:00,joseph83
C1474,Andrew Chavez,N,Inactive,01-01-2025,11-03-2025,USA,nicholas96@example.org,794-569-4171x821,0.21,11-03-2025 00:00,mccartysheryl
C1475,Andrew Davidson,N,Active,05-02-2024,26-04-2024,Canada,audreymooney@example.com,(401)918-2021x2839,0.34,26-04-2024 00:00,brandonmartin
C1476,Craig Stout,Y,Inactive,27-02-2024,21-04-2024,Germany,gdunlap@example.com,(569)631-1041,0.1,21-04-2024 00:00,pedroclark
C1477,Stephanie Wood,N,Active,06-08-2024,09-12-2024,Canada,carriecook@example.net,310.598.2241,0.04,09-12-2024 00:00,joshuamorris
C1478,Jill Clark,N,Inactive,12-06-2024,17-04-2025,UK,emilynorris@example.net,+1-629-433-8020x62619,0.15,17-04-2025 00:00,amycarney
C1479,Christopher Wallace,N,Offboarded,09-07-2025,29-04-2025,UK,westtracy@example.com,(617)352-2640x149,0.81,29-04-2025 00:00,brett77
C1480,Brittany Johnson,N,Active,22-07-2025,19-06-2024,USA,yolandacollins@example.net,205.888.9768,0.01,19-06-2024 00:00,smithteresa
C1481,Jack Duncan,Y,Offboarded,09-09-2024,13-07-2024,UK,huntleah@example.org,(454)627-4717,0.59,13-07-2024 00:00,rortiz
C1482,Matthew Buckley,N,Inactive,16-06-2025,19-01-2025,Canada,kristybrown@example.com,+1-747-626-5471x1895,0.61,19-01-2025 00:00,lisamoore
C1483,Anna Kramer,Y,Active,27-03-2024,30-10-2024,India,wilsondylan@example.com,327-428-8564x2455,0.17,30-10-2024 00:00,fletchermegan
C1484,Christopher Johnson,N,Offboarded,11-02-2024,21-01-2024,India,jeffreymacdonald@example.net,7348854341,0.42,21-01-2024 00:00,paul27
C1485,Rebecca Smith,Y,Active,01-01-2025,17-03-2024,UK,zaguilar@example.org,(578)519-4823,0.15,17-03-2024 00:00,vwade
C1486,Jennifer Faulkner,Y,Offboarded,12-02-2025,24-03-2025,Germany,valdezdouglas@example.net,3297018326,0.93,24-03-2025 00:00,brenda00
C1487,Alfred Anderson,N,Inactive,22-10-2024,07-01-2025,USA,maychristopher@example.com,001-334-588-0200x6753,0.3,07-01-2025 00:00,mwilliams
C1488,Renee Johnson,Y,Offboarded,22-05-2025,20-04-2024,USA,jimenezangela@example.net,231-780-9812x13795,0.76,20-04-2024 00:00,natalieyoung
C1489,Donald Ward,N,Inactive,25-01-2025,06-01-2024,Canada,allenamber@example.org,324-695-0744,0.91,06-01-2024 00:00,caitlingreer
C1490,Sabrina Suarez,N,Active,24-10-2024,09-05-2025,UK,ronald25@example.org,854.490.4153x6187,0.99,09-05-2025 00:00,hayesadam
C1491,Jonathon Meyers,Y,Offboarded,07-06-2025,09-07-2024,India,bali@example.com,001-578-325-4587x400,0.31,09-07-2024 00:00,gporter
C1492,Robert Bishop,Y,Active,19-05-2024,20-06-2024,Canada,brendawhitehead@example.com,-7869,0.6,20-06-2024 00:00,whitenicholas
C1493,Taylor Sanchez,Y,Active,13-09-2024,31-08-2024,Canada,julia26@example.com,(330)574-3220x667,0.97,31-08-2024 00:00,tammyabbott
C1494,Mr. Charles Caldwell,N,Inactive,01-09-2024,18-10-2024,USA,danielelliott@example.net,838-756-8915x934,0.47,18-10-2024 00:00,qhurley
C1495,Joann Smith,Y,Inactive,12-12-2024,11-07-2024,Germany,gregorywells@example.org,001-408-999-4460x552,0.24,11-07-2024 00:00,marcuswilliams
C1496,Martin Carpenter,N,Active,25-05-2025,12-08-2024,India,hwise@example.net,(832)644-7731,0.16,12-08-2024 00:00,greenkenneth
C1497,Erin Moss,Y,Active,03-03-2025,22-10-2024,Canada,joseph13@example.org,520.249.1764,0.46,22-10-2024 00:00,rsmith
C1498,Robert Richardson,N,Inactive,11-03-2025,25-03-2024,Germany,morganmelendez@example.net,705-763-4725x5600,0.38,25-03-2024 00:00,emcconnell
C1499,Johnny Harper,N,Offboarded,12-11-2024,09-01-2024,Germany,fraziergary@example.org,(659)958-6129,0.08,09-01-2024 00:00,gutierrezkendra
C1500,Matthew Kim,N,Offboarded,18-01-2024,27-02-2024,Germany,dianeguerra@example.org,001-961-277-0101x019,0.46,27-02-2024 00:00,kchristian
C1501,Desiree Sharp,Y,Active,15-08-2024,14-04-2025,USA,florescody@example.com,891.738.9211,0.85,14-04-2025 00:00,elizabeth91
C1502,Rachel Morales,Y,Inactive,14-12-2024,07-11-2024,Canada,lisamccullough@example.com,5417782847,0.09,07-11-2024 00:00,thomasashley
C1503,Brenda Gross,Y,Active,22-11-2024,02-04-2025,Australia,pittsdevin@example.com,(324)352-1752x472,0.35,02-04-2025 00:00,grimesteresa
C1504,Melinda Castro,N,Inactive,30-11-2024,07-01-2024,USA,edwardsrhonda@example.com,816-915-5265,0.58,07-01-2024 00:00,briannafrost
C1505,Stacy Martinez,N,Active,03-05-2025,09-06-2024,Canada,alan76@example.org,(237)640-7295x031,0.4,09-06-2024 00:00,velazquezkaren
C1506,Kim Vazquez,Y,Inactive,30-05-2024,14-04-2025,India,greg73@example.org,+1-560-713-1977x31217,0.66,14-04-2025 00:00,flowersjordan
C1507,Sarah Dougherty,N,Inactive,17-06-2024,30-03-2025,USA,swalker@example.org,3613251114,0.31,30-03-2025 00:00,abrown
C1508,Andrea Brown,N,Offboarded,16-07-2025,07-02-2024,USA,gary70@example.net,001-722-909-3089,0.94,07-02-2024 00:00,matthewsannette
C1509,Robert White,N,Inactive,05-05-2024,13-05-2024,Germany,shermaneric@example.com,705.633.6118x286,0.54,13-05-2024 00:00,david78
C1510,Matthew Smith,N,Active,12-02-2024,26-09-2024,Australia,wgallegos@example.com,(434)739-8549x639,0.54,26-09-2024 00:00,lauranorton
C1511,Katie Bennett,Y,Inactive,06-01-2025,13-09-2024,Canada,brittanyjones@example.org,584-699-7972x98142,0.58,13-09-2024 00:00,crawfordangela
C1512,Kristin Stanton,Y,Offboarded,16-07-2024,16-07-2024,UK,zgregory@example.net,471-630-2382x24490,0.52,16-07-2024 00:00,bobby87
C1513,Lauren Chavez,N,Active,07-02-2024,04-11-2024,UK,keith99@example.org,353-315-6048,0.16,04-11-2024 00:00,shill
C1514,Bradley Henderson,N,Inactive,29-08-2024,08-12-2024,USA,torresjeffery@example.net,730-989-2568x215,0.84,08-12-2024 00:00,lmorris
C1515,Michelle Garcia,Y,Inactive,04-11-2024,19-04-2024,Canada,emily32@example.org,-3389,0.2,19-04-2024 00:00,camposcameron
C1516,Pamela Nichols,N,Offboarded,24-08-2024,10-09-2024,Australia,mday@example.com,-3198,0.73,10-09-2024 00:00,mskinner
C1517,Juan Cooper,N,Active,11-02-2024,17-03-2025,USA,grahamrickey@example.net,001-471-793-4247x410,0.4,17-03-2025 00:00,sheila85
C1518,Mrs. Melinda Flynn,Y,Active,04-10-2024,01-07-2024,UK,davidtran@example.org,630-889-5543x205,0.59,01-07-2024 00:00,fjohnston
C1519,Isabella Barber,N,Offboarded,24-03-2024,24-06-2024,Australia,laurawilliams@example.org,984-846-3259,0.17,24-06-2024 00:00,natashabell
C1520,Carol Stanley,N,Offboarded,18-01-2025,25-03-2025,UK,mckenzieharry@example.org,+1-527-807-0856x724,0.89,25-03-2025 00:00,rliu
C1521,Mrs. Rebecca Sims,Y,Inactive,22-01-2025,27-08-2024,India,evansstephen@example.net,001-361-388-6573x06609,0.79,27-08-2024 00:00,rhondajackson
C1522,Bradley Suarez,Y,Inactive,26-01-2024,02-01-2024,Australia,michael24@example.net,001-572-541-5323,0.71,02-01-2024 00:00,markgarcia
C1523,Heidi Davis,N,Inactive,25-11-2024,12-07-2024,Germany,aramos@example.net,001-371-552-1355x7977,0.83,12-07-2024 00:00,lisa05
C1524,Diana Williamson,N,Inactive,06-04-2025,12-01-2025,Australia,mary49@example.net,+1-777-934-9155x3753,0.33,12-01-2025 00:00,mcknightjodi
C1525,Maureen Graham,N,Offboarded,04-02-2025,30-01-2024,Australia,jennifervaughn@example.com,4396844131,0.25,30-01-2024 00:00,briana80
C1526,Mrs. Vicki Mccormick,N,Inactive,06-02-2025,17-10-2024,India,morgantonya@example.net,(911)495-1742x08251,0.74,17-10-2024 00:00,oscargray
C1527,Cassandra Thompson,Y,Active,03-07-2025,12-01-2025,Australia,martinlinda@example.org,(205)495-4182,0.86,12-01-2025 00:00,michael07
C1528,Rhonda Guerrero,Y,Active,27-06-2024,20-02-2024,Australia,debra95@example.net,570-930-1532x035,0.64,20-02-2024 00:00,xmejia
C1529,Thomas Phillips,N,Inactive,25-03-2025,17-05-2024,Canada,lori23@example.org,896.719.7655,0.82,17-05-2024 00:00,cherylswanson
C1530,Danielle Yu,N,Active,07-12-2024,08-08-2024,Canada,ashleytran@example.org,632.588.6495,0.92,08-08-2024 00:00,andrew99
C1531,Darrell Hall,Y,Active,06-09-2024,25-02-2024,Australia,michaelmacdonald@example.com,(785)672-2782,0.15,25-02-2024 00:00,keithhill
C1532,Rebecca Valenzuela,N,Inactive,01-05-2025,14-11-2024,Australia,robinsonsusan@example.org,824-503-0652,0.97,14-11-2024 00:00,morsecindy
C1533,Casey Taylor,Y,Active,07-11-2024,16-10-2024,UK,kurtwright@example.com,+1-743-347-4374x0517,0.67,16-10-2024 00:00,cobbjanet
C1534,Christian Harris,Y,Offboarded,12-09-2024,09-10-2024,UK,reedmichelle@example.com,+1-352-700-6144x4971,0.64,09-10-2024 00:00,sgross
C1535,Cindy Smith,Y,Active,10-02-2024,16-08-2024,Canada,yeseniaknight@example.org,001-922-681-4177x0937,0.05,16-08-2024 00:00,jonathan65
C1536,Kathleen Torres,Y,Offboarded,21-12-2024,01-01-2025,UK,melissahall@example.com,726-359-7704,0.48,01-01-2025 00:00,brookebrown
C1537,Mr. Steven Clay,N,Offboarded,25-03-2024,25-05-2024,India,kari51@example.net,244.751.6932x15382,0.34,25-05-2024 00:00,aochoa
C1538,Jennifer Grant,Y,Inactive,03-04-2024,11-02-2024,Canada,thomas43@example.org,(228)619-1834x1280,0.8,11-02-2024 00:00,kelly78
C1539,Cheryl Armstrong,Y,Offboarded,12-10-2024,09-04-2024,India,wayneroberson@example.net,744.235.8462x0887,0.76,09-04-2024 00:00,emily73
C1540,Jennifer Brown,Y,Active,29-12-2024,08-04-2025,Australia,froberts@example.com,(521)658-9156x837,0.17,08-04-2025 00:00,schroederchristine
C1541,April Hutchinson,Y,Offboarded,16-04-2024,25-03-2025,USA,leejessica@example.org,273-622-4803,0.07,25-03-2025 00:00,gwyatt
C1542,Janice Hunter,Y,Offboarded,10-02-2025,01-02-2024,Germany,sheila79@example.net,(779)279-6792x7678,0.21,01-02-2024 00:00,gonzalezdeborah
C1543,James Crane,N,Active,26-06-2025,04-01-2024,Australia,gonzalezlaura@example.com,+1-850-444-5258x377,0.7,04-01-2024 00:00,jessica15
C1544,Miss Stephanie Johnson DVM,Y,Active,09-05-2025,03-09-2024,USA,brandon25@example.net,+1-323-832-8443x267,0.04,03-09-2024 00:00,patrick15
C1545,Taylor Miller,Y,Active,27-02-2024,26-11-2024,Germany,brendan25@example.org,395-776-4956,0.74,26-11-2024 00:00,derek10
C1546,Mary Rogers,Y,Active,04-03-2024,28-08-2024,USA,bakercaitlin@example.net,(527)838-4062,0.78,28-08-2024 00:00,hduran
C1547,Brenda Davis,N,Inactive,16-05-2024,04-02-2025,UK,hayessteve@example.com,001-568-579-5659x13299,0.04,04-02-2025 00:00,valerieparrish
C1548,Jerry Dillon,N,Inactive,28-04-2024,05-01-2025,USA,juliereynolds@example.net,502-331-3593x1885,0.68,05-01-2025 00:00,martinezkathleen
C1549,William Little,N,Offboarded,12-09-2024,19-02-2024,Australia,arnoldmatthew@example.org,309.576.5859,0.91,19-02-2024 00:00,kennethsmith
C1550,Dawn Mccullough,Y,Active,30-06-2024,02-06-2024,Germany,ejohnson@example.net,650.802.6898,0.82,02-06-2024 00:00,stewartrebecca
C1551,Jack Moses,N,Inactive,15-03-2024,07-03-2025,Australia,newtonjustin@example.com,755.886.0294x75866,0.88,07-03-2025 00:00,jonesryan
C1552,Ryan Hanna,Y,Offboarded,30-11-2024,02-09-2024,Germany,christopher26@example.org,001-219-424-0065,0.42,02-09-2024 00:00,williambender
C1553,Jason Keith,N,Inactive,12-11-2024,04-03-2024,UK,garzabridget@example.net,225.933.9287x4185,0.89,04-03-2024 00:00,joshuamurphy
C1554,Stacey Davis,N,Inactive,15-01-2025,27-05-2025,Germany,mendozajoseph@example.org,-3628,0.01,27-05-2025 00:00,christopher74
C1555,Tiffany Scott,Y,Offboarded,08-04-2025,18-07-2024,USA,amandapeters@example.com,001-361-229-2749x6908,0.5,18-07-2024 00:00,watkinsstephanie
C1556,Michael Moore,Y,Active,30-05-2025,29-04-2024,India,snyderscott@example.org,560.972.7997x0786,0.77,29-04-2024 00:00,jlee
C1557,April Gray,N,Inactive,20-08-2024,19-02-2025,Germany,frank51@example.net,+1-357-849-5596x28286,0.3,19-02-2025 00:00,garrettsanchez
C1558,Emily Diaz,N,Inactive,21-02-2025,08-04-2025,Germany,hrice@example.net,001-536-403-0865x803,0.01,08-04-2025 00:00,jfranklin
C1559,Joseph Craig,N,Offboarded,13-04-2024,16-04-2025,Germany,emiller@example.net,(320)687-3071x722,0.78,16-04-2025 00:00,angelamorris
C1560,Teresa Scott,Y,Active,02-01-2025,14-01-2024,Germany,pobrien@example.org,(375)560-1073,0.48,14-01-2024 00:00,alyssawilliams
C1561,Dawn Snyder,N,Inactive,05-02-2025,06-08-2024,Australia,jthomas@example.com,5734496940,0.74,06-08-2024 00:00,delacruzglenn
C1562,Shawn Robinson,N,Inactive,09-10-2024,11-02-2024,UK,jerome06@example.net,722.773.2318,0.02,11-02-2024 00:00,colinkline
C1563,Jack Salazar,Y,Inactive,28-10-2024,12-05-2024,India,lauraatkinson@example.com,424.444.4497,0.54,12-05-2024 00:00,lauren09
C1564,Richard Horne,Y,Offboarded,09-12-2024,08-02-2024,Australia,pacesteven@example.org,676.545.5466,0.2,08-02-2024 00:00,shelbyavila
C1565,Cynthia Yates,N,Offboarded,08-01-2025,29-08-2024,Germany,melissaflowers@example.com,6143136592,0.7,29-08-2024 00:00,marissatucker
C1566,Rhonda Hall,N,Offboarded,06-04-2024,27-10-2024,Germany,steven12@example.com,-4338,0.34,27-10-2024 00:00,ramirezmanuel
C1567,Lucas Mitchell,N,Inactive,21-08-2024,26-11-2024,India,smithsarah@example.com,001-618-503-4547x7044,0.98,26-11-2024 00:00,bjohnson
C1568,Joseph Ali,N,Inactive,01-12-2024,17-06-2024,Australia,courtneyromero@example.com,548.337.3169x06556,0.74,17-06-2024 00:00,alexis58
C1569,Christina Johnson MD,N,Active,16-01-2025,07-02-2024,India,frederickscott@example.org,8195766307,0.7,07-02-2024 00:00,chambersholly
C1570,Darrell Garcia,Y,Inactive,27-03-2025,26-09-2024,UK,oneilljeffrey@example.com,+1-999-477-2860x84155,0.14,26-09-2024 00:00,christinawilliams
C1571,Taylor Murray,Y,Active,09-11-2024,26-01-2025,Germany,roweteresa@example.net,(317)437-4745x9383,0.1,26-01-2025 00:00,iharrison
C1572,Jesse Ford,Y,Active,06-03-2024,11-09-2024,USA,wkim@example.org,5638608293,0.6,11-09-2024 00:00,pamela82
C1573,Joe Daniels,N,Inactive,05-03-2025,17-12-2024,India,imorton@example.org,858.762.0906x710,0.17,17-12-2024 00:00,joseaguilar
C1574,Kathryn Hall,Y,Inactive,10-05-2025,10-12-2024,India,zcollins@example.com,001-552-692-1051x7078,0.56,10-12-2024 00:00,singletonjordan
C1575,Andrew Ramos,N,Inactive,17-03-2024,27-11-2024,USA,mary50@example.org,(937)399-9651x02271,0.66,27-11-2024 00:00,karihuerta
C1576,Hannah Brennan,Y,Offboarded,25-11-2024,10-10-2024,Australia,bradleykristen@example.net,(276)576-5177,0.47,10-10-2024 00:00,jacquelinerussell
C1577,Guy Davis,N,Inactive,15-01-2025,04-09-2024,USA,gonzalezconnie@example.org,501.329.2687,0.54,04-09-2024 00:00,rodriguezmark
C1578,Douglas Lane,N,Offboarded,23-09-2024,15-02-2025,India,melissagraham@example.net,557-436-4141x8929,0.19,15-02-2025 00:00,makayla22
C1579,Patrick Sandoval,Y,Inactive,23-05-2025,19-07-2024,Germany,edwardsjessica@example.org,(476)626-4017x45948,0.67,19-07-2024 00:00,warrenangela
C1580,Sharon Fisher,N,Inactive,14-02-2025,17-12-2024,Canada,yreed@example.com,805.963.4486x3416,0.69,17-12-2024 00:00,lauren06
C1581,Pamela Dorsey,N,Offboarded,04-08-2024,08-02-2025,Germany,zkoch@example.net,9394691225,0.3,08-02-2025 00:00,andersenamy
C1582,Amanda French,N,Inactive,27-04-2024,05-10-2024,India,thomasdonna@example.net,851.974.1618x096,0.8,05-10-2024 00:00,everettmeghan
C1583,Sherry Wood,N,Offboarded,19-12-2024,13-04-2025,Australia,jeffery31@example.net,-5012,0.27,13-04-2025 00:00,nhill
C1584,Amanda Allison,Y,Offboarded,15-12-2024,26-11-2024,Canada,shepherdchristina@example.net,873-317-1753,0.86,26-11-2024 00:00,yfoster
C1585,Sherri Stewart,Y,Offboarded,26-01-2025,23-02-2025,USA,williamhall@example.org,628.587.2223x6913,0.96,23-02-2025 00:00,lipaula
C1586,Lori Davis,Y,Offboarded,15-08-2024,25-04-2024,UK,kathryn87@example.net,356.604.0996x5113,0.42,25-04-2024 00:00,kayla30
C1587,Tyrone Jones,Y,Offboarded,19-02-2025,23-06-2024,USA,wmoore@example.org,392.400.0939,0.41,23-06-2024 00:00,nsmith
C1588,Travis Hogan,N,Active,04-06-2024,16-12-2024,Australia,scottmarsh@example.com,3658595550,0.36,16-12-2024 00:00,amy00
C1589,Daniel Copeland,N,Offboarded,17-03-2024,29-03-2024,UK,porterann@example.com,+1-845-570-5668x481,0.47,29-03-2024 00:00,jacobreeves
C1590,Kenneth Lucas,Y,Offboarded,27-11-2024,29-11-2024,UK,vcrane@example.net,829.239.6923x53237,0.93,29-11-2024 00:00,efrazier
C1591,David Stephens,N,Inactive,05-08-2024,17-03-2024,Canada,mbaker@example.org,+1-996-908-1708x20058,0.5,17-03-2024 00:00,melissasweeney
C1592,Mathew Poole,Y,Active,12-07-2024,10-04-2024,UK,smithsamantha@example.net,001-897-385-0851x7166,0.2,10-04-2024 00:00,franklintorres
C1593,Bonnie Scott,N,Inactive,09-05-2025,19-04-2025,Australia,opittman@example.org,+1-537-323-7700x839,0.94,19-04-2025 00:00,rebeccabates
C1594,Michael Landry,Y,Offboarded,01-09-2024,10-06-2024,USA,choffman@example.com,862-555-1176x0759,0.89,10-06-2024 00:00,josemartin
C1595,Adam Anderson,Y,Active,10-10-2024,25-11-2024,Canada,jacob97@example.net,(986)901-3872,0.64,25-11-2024 00:00,cheryl29
C1596,Stephanie Hammond,Y,Active,03-07-2024,05-04-2025,UK,wnelson@example.com,001-606-586-0952x171,0.87,05-04-2025 00:00,ymartin
C1597,Robin Rogers,Y,Offboarded,28-05-2025,21-01-2024,UK,thompsonangela@example.org,604-421-6808x0889,0.59,21-01-2024 00:00,dallen
C1598,Joseph Miller DVM,Y,Offboarded,23-04-2025,11-09-2024,UK,ibowers@example.com,482-378-6928x27163,0.23,11-09-2024 00:00,cynthiafrancis
C1599,Jessica Joseph,Y,Inactive,20-01-2025,30-06-2024,UK,vconley@example.org,(913)565-0193x79999,0.81,30-06-2024 00:00,woodrichard
C1600,Brittany Castro,N,Active,18-12-2024,16-06-2024,Germany,danielgilbert@example.net,485.473.8185x27487,0.2,16-06-2024 00:00,brian83
C1601,Lisa Benton,Y,Active,25-08-2024,09-01-2025,UK,nicholas49@example.org,916.817.4324x34384,0.06,09-01-2025 00:00,sandrafrank
C1602,Christopher Barnes DDS,N,Inactive,21-07-2024,06-08-2024,India,xreid@example.org,-6661,0.32,06-08-2024 00:00,wilsonkathy
C1603,Richard Howell,Y,Active,09-02-2025,18-06-2024,Australia,zimmermanjames@example.com,399-380-3635x2672,0.18,18-06-2024 00:00,adam18
C1604,Misty Anderson MD,N,Active,21-06-2025,30-09-2024,UK,ellisbradley@example.org,976-220-5152x78817,0.63,30-09-2024 00:00,vargastiffany
C1605,Caroline Rodriguez,Y,Active,05-08-2024,11-01-2025,USA,john86@example.org,267.682.0723x8446,0.01,11-01-2025 00:00,otran
C1606,Travis Roach,Y,Inactive,18-05-2025,18-11-2024,UK,kimberlybarnes@example.com,(282)231-8801x6566,0.16,18-11-2024 00:00,valenzuelanancy
C1607,Robert Anderson,N,Offboarded,23-01-2025,01-03-2025,UK,across@example.org,716-402-7134,0.17,01-03-2025 00:00,dlynch
C1608,Joseph White,N,Offboarded,28-05-2025,20-11-2024,Canada,luke28@example.org,(763)284-0482x88084,0.28,20-11-2024 00:00,ybrown
C1609,Erik Hill,Y,Inactive,26-11-2024,13-05-2024,Australia,buckleynathan@example.org,001-315-250-5242,0.19,13-05-2024 00:00,ballardwilliam
C1610,Michael Phillips,Y,Inactive,28-10-2024,22-01-2024,India,coxdaniel@example.net,(300)406-5031x218,0.75,22-01-2024 00:00,xflores
C1611,Adam Fletcher,N,Active,14-09-2024,30-12-2024,Germany,joseph00@example.org,769.462.8556x68150,0.66,30-12-2024 00:00,jasonkelly
C1612,Amber Ward,Y,Active,17-08-2024,18-07-2024,Germany,walkershawn@example.com,-8498,0.45,18-07-2024 00:00,lmorgan
C1613,Alexis Leonard,N,Active,25-06-2025,10-04-2025,USA,njenkins@example.com,372.303.4628,0.04,10-04-2025 00:00,kcompton
C1614,Marvin Smith,N,Inactive,23-03-2024,15-03-2025,India,samanthahayes@example.com,001-798-676-8287x0146,0.21,15-03-2025 00:00,johnsondenise
C1615,Christopher Santiago,Y,Inactive,20-03-2024,30-12-2024,India,carlosdavis@example.org,(888)388-7939x40130,0.15,30-12-2024 00:00,oswanson
C1616,Brian Wade,Y,Active,13-01-2025,05-04-2025,UK,cassandrasandoval@example.net,829-491-9263,0.62,05-04-2025 00:00,alexandra54
C1617,Rachel Perez,Y,Offboarded,24-04-2024,06-07-2024,India,greghess@example.net,479-838-9310x39799,0.66,06-07-2024 00:00,qellis
C1618,Nathan Long,Y,Inactive,20-05-2025,01-10-2024,Germany,matthewsbrett@example.com,511.386.9267,0.12,01-10-2024 00:00,wdelgado
C1619,Teresa Clark,Y,Inactive,27-04-2024,15-01-2025,Australia,wongdonna@example.net,218-924-7074,0.97,15-01-2025 00:00,castillomatthew
C1620,Kirk Page,Y,Inactive,30-06-2025,14-10-2024,Australia,alicia08@example.com,(804)979-5291x9188,0.8,14-10-2024 00:00,xfuentes
C1621,Gregory Horton,Y,Offboarded,27-11-2024,13-12-2024,UK,qcannon@example.com,545-876-2970,0.83,13-12-2024 00:00,chasechambers
C1622,Lisa Harvey,Y,Active,01-05-2024,31-08-2024,Canada,danielle75@example.org,6606579625,0.6,31-08-2024 00:00,bobbycombs
C1623,Kevin Potter,N,Active,30-07-2024,03-03-2024,USA,epage@example.com,370.420.4197,0.52,03-03-2024 00:00,michaeldean
C1624,Morgan Jenkins,Y,Offboarded,26-03-2024,20-08-2024,Australia,margaretwebb@example.com,515.907.8958x20719,0.39,20-08-2024 00:00,jonesemily
C1625,Michael Walsh,N,Inactive,09-01-2024,12-04-2025,Australia,davidaguirre@example.net,-2963,0.3,12-04-2025 00:00,billysimmons
C1626,Kyle Hall,N,Inactive,22-04-2025,09-03-2024,USA,coxnicholas@example.net,691.852.8038,0.98,09-03-2024 00:00,yvance
C1627,Jonathan Richardson,N,Offboarded,15-03-2024,29-05-2024,Australia,levans@example.net,394-875-1943x7240,0.04,29-05-2024 00:00,vbarnes
C1628,Jenna Navarro,Y,Active,04-04-2025,15-03-2024,Canada,marisamoore@example.com,001-228-780-1992x97858,0.13,15-03-2024 00:00,danielnewton
C1629,Hannah Payne,N,Inactive,19-06-2025,27-07-2024,USA,umelton@example.net,(918)253-0595x6680,0.94,27-07-2024 00:00,oconnelljacob
C1630,Barbara Rose,N,Inactive,14-06-2025,22-04-2025,India,martinfelicia@example.net,340-393-2530x9670,0.46,22-04-2025 00:00,brownrobert
C1631,Mr. Manuel Myers DDS,N,Offboarded,14-04-2024,27-10-2024,Canada,donald30@example.org,+1-721-929-9737x2745,0.83,27-10-2024 00:00,cameron52
C1632,David Russell,Y,Inactive,24-02-2025,08-08-2024,Australia,cookleslie@example.net,(774)910-7475x59091,0.62,08-08-2024 00:00,bmccoy
C1633,Amber Green,N,Active,23-10-2024,27-05-2025,Australia,vyoung@example.net,7622372281,0.1,27-05-2025 00:00,nortonchristopher
C1634,Scott Adams,Y,Inactive,23-08-2024,03-04-2025,Canada,williamhenderson@example.org,(800)454-0522,0.05,03-04-2025 00:00,scott19
C1635,Sean Smith,Y,Inactive,11-09-2024,13-11-2024,UK,vincentbenson@example.com,(807)546-1920,0.22,13-11-2024 00:00,tbaker
C1636,Jennifer Howard,Y,Inactive,12-07-2024,16-06-2024,USA,megan09@example.net,-3128,0.49,16-06-2024 00:00,pfowler
C1637,Holly Turner,N,Inactive,13-03-2025,18-06-2024,USA,fordmichael@example.com,(818)570-8064x5347,0.39,18-06-2024 00:00,ewhite
C1638,Tony Bennett,Y,Inactive,07-08-2024,17-04-2024,Canada,rileydanielle@example.com,(695)321-6343,0.41,17-04-2024 00:00,patriciasmith
C1639,Daniel Williams,N,Active,16-03-2024,01-02-2025,Germany,kturner@example.net,711-450-7357x703,0.55,01-02-2025 00:00,hawkinslaura
C1640,William Thompson,N,Inactive,17-05-2025,07-05-2025,USA,susan62@example.com,3746945617,0.76,07-05-2025 00:00,jessica98
C1641,Christina Chang,N,Inactive,27-05-2024,04-06-2024,USA,rmartin@example.com,9329487361,0.24,04-06-2024 00:00,randall62
C1642,Jessica Smith,N,Inactive,29-03-2025,10-04-2025,UK,timothyholt@example.com,8254249981,0.3,10-04-2025 00:00,shannonarmstrong
C1643,Paula Roth,N,Offboarded,01-12-2024,18-12-2024,Canada,weekstimothy@example.net,(426)729-2042,0.32,18-12-2024 00:00,colleen67
C1644,Donald Jimenez,N,Inactive,07-07-2024,04-01-2025,USA,jacquelinemartin@example.com,(435)713-8357x86872,0.23,04-01-2025 00:00,donald08
C1645,Lori Davis,Y,Offboarded,26-02-2025,20-07-2024,Australia,daughertykayla@example.org,661.447.0993x37054,0.84,20-07-2024 00:00,annpotter
C1646,Kevin Pacheco,N,Active,19-05-2024,17-01-2025,Canada,kenthenry@example.net,-2562,0.82,17-01-2025 00:00,cindyhall
C1647,Shannon Wilkinson,Y,Active,14-06-2025,19-12-2024,India,stevenstanley@example.net,479-269-2705,0.26,19-12-2024 00:00,ldouglas
C1648,Cody Taylor,Y,Offboarded,07-03-2024,29-08-2024,Canada,crocha@example.org,490-990-0991x806,0.1,29-08-2024 00:00,annalewis
